"Provider","Year","Days","Longitude","Latitude","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","Species","X","Y","Tapir","Cat","OnTrail","Presence"
"Cody Schank",2014,66,-83.9889984,11.0792999,0,0,0,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-9349612.53412507,1217665.77197684,1,0,0,0
"Cody Schank",2014,13,-83.9180984,11.0622997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9341719.98222783,1215820.05767511,1,0,0,0
"Cody Schank",2014,71,-83.860199,11.1379995,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-9335274.65050259,1224037.99237383,1,0,0,0
"Cody Schank",2014,67,-84.0093994,11.0893002,1,0,1,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-9351883.56305674,1218751.45727896,1,0,0,1
"Cody Schank",2014,50,-83.8690033,11.0572996,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9336254.74069538,1215277.17619841,1,0,0,0
"Cody Schank",2014,53,-83.8491974,11.0429001,1,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-9334049.95799268,1213713.71272756,1,0,0,1
"Cody Schank",2014,65,-84.0524979,11.1072998,0,0,1,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-9356681.2661307,1220705.49757933,1,0,0,1
"Cody Schank",2014,19,-83.9110031,11.0213003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9340930.1370448,1211368.31775427,1,0,0,0
"Cody Schank",2014,33,-83.9567032,11.0019999,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9346017.448906,1209272.45913263,1,0,0,0
"Cody Schank",2014,71,-83.922699,11.1279001,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-9342232.11867717,1222941.72632265,1,0,0,0
"Cody Schank",2014,37,-83.9804001,11.1198997,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9348655.37574738,1222073.27548407,1,0,0,1
"Cody Schank",2014,48,-83.888298,11.0684004,0,1,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9338402.61687439,1216482.42361076,1,0,0,1
"Cody Schank",2014,40,-83.9822998,11.1050997,0,0,0,1,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9348866.84938404,1220466.66056254,1,0,0,1
"Cody Schank",2014,44,-83.8143997,11.0688,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9330176.2957479,1216525.80856119,1,0,0,0
"Cody Schank",2014,70,-83.9143982,11.1232996,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-9341308.07784799,1222442.34061988,1,0,0,0
"Mike Cove",2010,16,-83.59411,10.26478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9305653.7585169,1129118.72738936,0,0,0,0
"Mike Cove",2010,16,-84.02286,10.31985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9353381.99019451,1135112.63085095,0,0,0,0
"Mike Cove",2010,16,-84.05626,10.25138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9357100.06118701,1127660.0968445,0,0,0,0
"Mike Cove",2010,21,-84.02732,10.35407,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9353878.47512345,1138836.67389117,0,0,0,0
"Mike Cove",2010,30,-84.04204,10.27969,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9355517.09802793,1130741.65527122,0,0,0,0
"Mike Cove",2010,30,-84.04879,10.26685,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9356268.50459078,1129344.04778875,0,0,0,0
"Mike Cove",2010,29,-84.06104,10.26106,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9357632.168353,1128713.80016414,0,0,0,0
"Mike Cove",2010,29,-84.04259,10.2623,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9355578.32374787,1128848.77642106,0,0,0,0
"Mike Cove",2010,29,-84.07814,10.22817,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9359535.73164557,1125133.47596576,0,0,0,0
"Mike Cove",2010,24,-83.59617,10.22652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9305883.07666793,1124953.85151404,0,0,0,0
"Mike Cove",2010,24,-84.0449,10.28565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9355835.4717716,1131390.37016455,0,0,0,0
"Mike Cove",2010,28,-84.0138,10.24631,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9352373.43560793,1127108.1963291,0,0,0,0
"Mike Cove",2010,27,-84.01095,10.25672,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9352056.17505917,1128241.37920889,0,0,0,0
"Mike Cove",2010,16,-84.06791,10.2449,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9358396.93325475,1126954.70767508,0,0,0,0
"Mike Cove",2009,23,-84.1806,10.68614,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9370941.52667224,1174953.93925838,0,0,0,0
"Mike Cove",2009,28,-84.17689,10.71087,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9370528.5313614,1177642.14921254,0,0,0,0
"Mike Cove",2009,28,-84.20518,10.68208,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9373677.75975594,1174512.58718373,0,0,0,0
"Mike Cove",2009,29,-84.14834,10.53234,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9367350.35989925,1158230.74358423,0,0,0,0
"Mike Cove",2009,31,-84.14834,10.53234,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9367350.35989925,1158230.74358423,0,0,0,0
"Mike Cove",2009,25,-84.20757,10.78868,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9373943.81333894,1186098.88490827,0,0,0,0
"Mike Cove",2009,22,-84.14871,10.78029,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9367391.54811085,1185187.12477985,0,0,0,1
"Mike Cove",2009,22,-84.17594,10.78574,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9370422.77784515,1185779.39133017,0,0,0,1
"Mike Cove",2010,37,-84.1828,10.40694,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9371186.42955199,1144589.55261974,0,0,0,0
"Mike Cove",2010,36,-84.16669,10.39018,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9369393.07255531,1142765.96978702,0,0,0,0
"Mike Cove",2010,25,-84.21814,10.54128,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9375120.46035662,1159203.04385404,0,0,0,0
"Mike Cove",2010,28,-84.32223,10.5544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9386707.7061533,1160629.90451824,0,0,0,0
"Mike Cove",2010,74,-84.17204,10.72506,1,0,1,0,0,1,1,NA,NA,NA,"Tapirus bairdii",-9369988.63183105,1179184.53954455,0,0,0,1
"Mike Cove",2010,30,-83.99422,10.24397,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9350193.79997819,1126853.4701138,0,0,0,0
"Mike Cove",2009,32,-84.08398,10.62036,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9360185.8374718,1167802.45954213,0,0,0,1
"Mike Cove",2011,30,-83.67459,10.28989,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9314612.75113594,1131851.86477402,0,0,0,0
"Mike Cove",2011,30,-84.4386,10.58221,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9399661.95529691,1163654.17445014,0,0,0,0
"Mike Cove",2011,30,-83.97683,10.47618,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9348257.9540333,1152122.24323625,0,0,0,0
"Mike Cove",2011,30,-84.10696,10.36366,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9362743.95937023,1139880.24913432,0,0,0,0
"Mike Cove",2011,15,-83.99499,10.35905,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9350279.51598611,1139378.59692953,0,0,0,0
"Mike Cove",2011,20,-84.03779,10.30979,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9355043.99019206,1134017.76110214,0,0,0,1
"Mike Cove",2011,15,-84.03891,10.28055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9355168.66802175,1130835.26251883,0,0,0,0
"Mike Cove",2011,20,-84.12548,10.50821,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9364805.59633972,1155606.26582152,0,0,0,0
"Mike Cove",2011,20,-84.14857,10.60947,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9367375.96338214,1166618.3739645,0,0,0,0
"Michael Dobbins",2014,101,-89.04072,16.215,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9911967.61026645,1769739.86986913,0,1,1,0
"Michael Dobbins",2014,101,-89.04117,16.16795,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9912017.7040373,1764738.50193192,0,1,1,0
"Michael Dobbins",2014,101,-89.03776,16.1758,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9911638.1045737,1765573.02989155,0,1,1,0
"Michael Dobbins",2014,101,-89.05159,16.17821,0,0,0,0,0,1,0,1,1,1,"Tapirus bairdii",-9913177.65313137,1765829.22880187,0,1,1,1
"Michael Dobbins",2014,101,-89.05528,16.1725,1,1,1,0,1,0,0,0,0,0,"Tapirus bairdii",-9913588.4220524,1765222.2131604,0,1,1,1
"Michael Dobbins",2014,101,-89.0846,16.2102,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9916852.30952246,1769229.68796563,0,1,1,0
"Michael Dobbins",2014,101,-89.06975,16.20285,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9915199.21508418,1768448.44844097,0,1,1,0
"Michael Dobbins",2014,101,-89.02496,16.1755,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9910213.21509155,1765541.13769763,0,1,1,0
"Michael Dobbins",2014,101,-89.01904,16.17175,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9909554.20370605,1765142.48128807,0,1,1,0
"Michael Dobbins",2014,101,-89.01509,16.17632,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9909114.49171742,1765628.30958243,0,1,1,0
"Michael Dobbins",2014,101,-89.02326,16.18271,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9910023.9719572,1766307.60034757,0,1,1,0
"Michael Dobbins",2014,101,-89.03344,16.21323,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9911157.20437348,1769551.74170291,0,1,1,0
"Eduardo Mendoza",2013,61,-92.81387,15.66033,0,0,1,0,1,0,NA,NA,NA,NA,"Tapirus bairdii",-10331992.7469531,1710705.83066656,1,0,0,1
"Eduardo Mendoza",2013,61,-92.81837,15.66564,0,0,0,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-10332493.6846617,1711271.72919491,1,0,0,0
"Eduardo Mendoza",2013,69,-92.82226,15.66779,0,0,0,0,0,1,NA,NA,NA,NA,"Tapirus bairdii",-10332926.7174808,1711500.85540518,1,0,0,1
"Eduardo Mendoza",2013,57,-92.8241,15.66888,1,1,1,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-10333131.5453439,1711617.01616696,1,0,0,1
"Eduardo Mendoza",2013,69,-92.82825,15.6707,1,1,1,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-10333593.5212307,1711810.97132099,1,0,0,1
"Eduardo Mendoza",2013,60,-92.80827,15.65305,1,1,0,0,1,0,NA,NA,NA,NA,"Tapirus bairdii",-10331369.3578046,1709929.96154765,1,0,0,1
"Eduardo Mendoza",2013,56,-92.80918,15.64961,0,0,0,1,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-10331470.6585413,1709563.33270151,1,0,0,1
"Eduardo Mendoza",2013,54,-92.80891,15.64674,1,1,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-10331440.6022788,1709257.44880122,1,0,0,1
"Eduardo Mendoza",2013,55,-92.80897,15.64508,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-10331447.2814482,1709080.52449561,1,0,0,0
"Eduardo Mendoza",2013,53,-92.80509,15.65495,1,0,1,1,1,NA,NA,NA,NA,NA,"Tapirus bairdii",-10331015.3618239,1710132.4574599,1,0,0,1
"Eduardo Mendoza",2013,63,-92.80429,15.65416,1,1,1,0,1,1,NA,NA,NA,NA,"Tapirus bairdii",-10330926.3062313,1710048.26201399,1,0,0,1
"Eduardo Mendoza",2013,55,-92.80215,15.65002,1,1,1,1,1,NA,NA,NA,NA,NA,"Tapirus bairdii",-10330688.082521,1709607.03005989,1,0,0,1
"Eduardo Mendoza",2013,76,-92.79886,15.64895,0,1,0,0,0,1,0,NA,NA,NA,"Tapirus bairdii",-10330321.8413963,1709492.99043299,1,0,0,1
"Eduardo Mendoza",2013,73,-92.81029,15.65779,0,0,0,0,1,0,0,NA,NA,NA,"Tapirus bairdii",-10331594.223176,1710435.1321388,1,0,0,1
"Eduardo Mendoza",2013,74,-92.81452,15.65789,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10332065.1046221,1710445.78962318,1,0,0,0
"Eduardo Mendoza",2013,90,-92.81738,15.65545,0,0,0,0,0,0,0,0,0,NA,"Tapirus bairdii",-10332383.4783658,1710185.74555287,1,0,0,0
"Eduardo Mendoza",2013,53,-92.81484,15.6516,0,0,1,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-10332100.7268592,1709775.4239591,1,0,0,1
"Esteban",2016,160,-83.875441,9.630999025,0,1,0,1,1,0,0,0,1,1,"Tapirus bairdii",-9336971.38218126,1060065.24132883,1,0,0,1
"Esteban",2016,71,-83.85080198,9.667657027,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-9334228.57902122,1064062.82932761,1,0,0,0
"Esteban",2016,35,-83.84109397,9.640006972,1,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9333147.8882914,1061047.60526748,1,0,1,1
"Esteban",2016,156,-83.85043735,9.685472896,0,0,0,1,0,0,0,1,1,0,"Tapirus bairdii",-9334187.98859529,1066005.51269111,1,0,0,1
"Esteban",2016,34,-83.81641698,9.613266438,0,1,1,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-9330400.85833029,1058131.33500532,1,0,0,1
"Esteban",2016,144,-83.81602303,9.593323963,1,1,0,0,1,1,1,1,1,1,"Tapirus bairdii",-9330357.00401689,1055956.30153997,1,0,1,1
"Esteban",2016,167,-83.84219955,9.603054087,1,0,0,0,1,0,1,0,1,0,"Tapirus bairdii",-9333270.96089403,1057017.536724,1,0,0,1
"Esteban",2016,167,-83.84180501,9.590403037,0,0,0,0,0,0,1,0,0,0,"Tapirus bairdii",-9333227.04090213,1055637.71918785,1,0,1,1
"Esteban",2016,139,-83.777073,9.583329968,0,0,0,0,0,0,0,0,0,1,"Tapirus bairdii",-9326021.10651091,1054866.25585899,1,0,0,1
"Esteban",2016,119,-83.77792804,9.604386985,0,1,0,1,1,0,0,1,0,0,"Tapirus bairdii",-9326116.28912832,1057162.90956381,1,0,0,1
"Esteban",2016,139,-83.75929398,9.595978009,0,1,0,0,1,1,0,1,1,1,"Tapirus bairdii",-9324041.9550577,1056245.77325057,1,0,0,1
"Esteban",2016,148,-83.74989099,9.579792973,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9322995.21899897,1054480.46809302,1,0,0,0
"Esteban",2016,144,-83.69468501,9.553631041,0,0,1,0,0,1,0,0,0,0,"Tapirus bairdii",-9316849.71741663,1051626.80758406,1,0,0,1
"Esteban",2016,145,-83.69820328,9.574342376,0,0,0,0,0,0,1,0,0,0,"Tapirus bairdii",-9317241.3694415,1053885.95191521,1,0,1,1
"Esteban",2016,109,-83.67990101,9.576868024,1,0,1,0,0,1,0,0,1,0,"Tapirus bairdii",-9315203.97006474,1054161.43456302,1,0,1,1
"Esteban",2016,156,-83.78621103,9.619857967,0,0,0,0,0,0,1,0,0,1,"Tapirus bairdii",-9327038.34735736,1058850.21512372,1,0,1,1
"Esteban",2016,156,-83.78923103,9.631205974,0,0,0,1,1,1,1,1,1,1,"Tapirus bairdii",-9327374.53221956,1060087.81049095,1,0,1,1
"Esteban",2016,207,-83.82651399,9.631324997,0,0,1,1,1,0,1,1,1,0,"Tapirus bairdii",-9331524.85234202,1060100.79073304,1,0,0,1
"Esteban",2016,140,-83.82984362,9.660430827,1,0,0,1,1,0,0,1,1,0,"Tapirus bairdii",-9331895.50505815,1063274.83926513,1,0,0,1
"Esteban",2016,148,-83.81518199,9.645986035,0,0,0,0,0,1,1,0,1,1,"Tapirus bairdii",-9330263.37987235,1061699.63938894,1,0,0,1
"Esteban",2016,140,-83.80629499,9.672315018,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9329274.08355767,1064570.75707206,1,0,0,0
"Esteban",2016,113,-83.81094703,9.661744013,0,1,1,0,1,0,0,1,0,1,"Tapirus bairdii",-9329791.94628162,1063418.03850862,1,0,0,1
"Esteban",2016,230,-83.73652998,9.569634024,1,1,1,0,1,1,1,1,1,0,"Tapirus bairdii",-9321507.87816929,1053372.38758371,1,0,0,1
"Esteban",2016,174,-83.80990399,9.624355377,0,0,0,0,0,0,0,0,0,0,"Tapirus bairdii",-9329675.83559995,1059340.70025842,1,0,0,0
"Francisco Botello",2013,75,-96.07621,17.26229,0,0,0,1,1,1,0,NA,NA,NA,"Tapirus bairdii",-10695154.7745476,1880758.18035174,1,0,1,1
"Francisco Botello",2013,75,-96.05374,17.2782,1,1,0,1,1,1,1,NA,NA,NA,"Tapirus bairdii",-10692653.4255895,1882440.08621286,1,0,1,1
"Francisco Botello",2013,75,-96.08487,17.28263,1,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10696118.8013379,1882908.37293501,1,0,1,1
"Francisco Botello",2013,75,-96.106,17.28596,1,0,0,1,0,1,0,NA,NA,NA,"Tapirus bairdii",-10698470.9821783,1883260.37355188,1,0,1,1
"Francisco Botello",2013,75,-96.07165,17.298,1,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10694647.1576696,1884533.02064568,1,0,1,1
"Francisco Botello",2013,75,-96.06856,17.27929,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10694303.1804431,1882555.3090215,1,0,1,0
"Francisco Botello",2013,75,-96.0962,17.29494,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10697380.0511686,1884209.58149144,1,0,1,0
"Francisco Botello",2013,75,-96.07182,17.2584,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-10694666.081983,1880346.93229401,1,0,1,0
"Jess Fort",2014,30,-80.699053,7.327163,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8983377.4874594,808047.869319543,0,0,0,0
"Jess Fort",2014,18,-80.705245,7.317641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8984066.77774639,807003.340539947,0,0,0,0
"Jess Fort",2014,43,-80.711919,7.299315,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8984809.72402794,804992.983910371,0,0,0,0
"Jess Fort",2014,43,-80.702455,7.300742,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8983756.19636708,805149.528258381,0,0,0,0
"Jess Fort",2014,13,-80.702111,7.311167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8983717.90246224,806293.153881475,0,0,0,0
"Jess Fort",2014,27,-80.696373,7.318444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8983079.15122407,807091.427558781,0,0,0,0
"Jess Fort",2014,49,-80.690595,7.341977,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8982435.94720627,809672.868041193,0,0,0,0
"Jess Fort",2014,49,-80.682099,7.338706,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8981490.17681249,809314.065307059,0,0,0,0
"Jess Fort",2014,48,-80.67432,7.336118,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8980624.2224936,809030.18043096,0,0,0,0
"Jess Fort",2014,48,-80.665728,7.332714,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8979667.76542871,808656.783811143,0,0,0,0
"Jess Fort",2014,46,-80.678002,7.328176,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8981034.10085871,808158.990457924,0,0,0,0
"Jess Fort",2014,46,-80.684637,7.322367,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8981772.70568012,807521.768271696,0,0,0,0
"Jess Fort",2014,33,-80.693759,7.303756,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8982788.16207514,805480.167630333,0,0,0,0
"Jess Fort",2014,32,-80.720024,7.306666,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8985711.96850082,805799.396019581,0,0,0,0
"Jess Fort",2014,32,-80.730957,7.308113,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8986929.02449366,805958.13185695,0,0,0,0
"Jess Fort",2014,32,-80.735491,7.316124,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8987433.74706492,806836.92915039,0,0,0,0
"Jess Fort",2014,32,-80.74357297,7.319809412,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8988333.42784993,807241.209361948,0,0,0,0
"Jess Fort",2014,32,-80.72428,7.315412,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8986185.74425364,806758.82420808,0,0,0,0
"Jess Fort",2014,33,-80.720365,7.324351,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8985749.92844718,807739.405403594,0,0,0,0
"Jess Fort",2014,33,-80.718945,7.336353,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8985591.85477026,809055.95829712,0,0,0,0
"Jess Fort",2015,72,-80.639193,7.360939,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-8976713.90274051,811752.798253639,0,0,0,0
"Jess Fort",2015,72,-80.650689,7.357117,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-8977993.63160667,811333.572364885,0,0,0,0
"Jess Fort",2015,72,-80.659987,7.356787,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-8979028.68023207,811297.375302206,0,0,0,0
"Jess Fort",2015,70,-80.668547,7.342997,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-8979981.57507326,809784.753418671,0,0,0,0
"Jess Fort",2015,70,-80.676686,7.347308,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-8980887.60440882,810257.630915156,0,0,0,0
"Jess Fort",2015,70,-80.681333,7.355238,0,0,0,0,0,0,0,NA,NA,NA,"Tapirus bairdii",-8981404.90608254,811127.468133544,0,0,0,0
"Jess Fort",2015,69,-80.687984,7.361935,0,0,0,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-8982145.29201581,811862.046494686,0,0,0,0
"Jess Fort",2015,69,-80.679187,7.366936,0,0,0,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-8981166.0144553,812410.587514709,0,0,0,0
"Jess Fort",2015,65,-80.631327,7.355134,0,0,0,0,0,0,NA,NA,NA,NA,"Tapirus bairdii",-8975838.26362593,811116.060530204,0,0,0,0
"Jess Fort",2015,54,-80.708561,7.233219,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8984435.91317786,797741.608034231,0,0,0,0
"Jess Fort",2015,54,-80.709021,7.242919,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8984487.12014362,798805.85759414,0,0,0,0
"Jess Fort",2015,54,-80.718019,7.248822,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8985488.77292178,799453.502885173,0,0,0,0
"Jess Fort",2015,54,-80.72497,7.254803,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8986262.55470229,800109.697487211,0,0,0,0
"Jess Fort",2015,54,-80.724831,7.264448,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8986247.08129307,801167.863337209,0,0,0,0
"Jess Fort",2015,54,-80.722479,7.274446,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8985985.25785072,802264.733952609,0,0,0,0
"Jess Fort",2015,54,-80.712745,7.281482,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8984901.67392734,803036.632241056,0,0,0,0
"Jess Fort",2015,54,-80.740042,7.271422,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8987940.36206752,801932.97643442,0,0,0,0
"Jess Fort",2015,54,-80.747542,7.276754,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8988775.25824847,802517.93895395,0,0,0,0
"Jess Fort",2015,54,-80.756346,7.28183,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8989755.31504541,803074.80996301,0,0,0,0
"Jess Fort",2015,54,-80.758017,7.271907,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8989941.32991453,801986.185045302,0,0,0,0
"Jess Fort",2015,54,-80.757928,7.261415,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8989931.42247985,800835.111232214,0,0,0,0
"Jess Fort",2015,51,-80.770758,7.253497,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8991359.65154673,799966.412782604,0,0,0,0
"Jess Fort",2015,51,-80.770552,7.263534,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8991336.71973162,801067.588122545,0,0,0,0
"Jess Fort",2015,51,-80.769092,7.274286,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8991174.19327507,802247.180699287,0,0,0,0
"Jess Fort",2015,50,-80.771318,7.283271,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8991421.99046157,803232.896142518,0,0,0,0
"Jess Fort",2015,50,-80.778616,7.289654,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8992234.40010538,803933.142852152,0,0,0,0
"Jess Fort",2015,50,-80.783729,7.297053,0,0,0,0,0,NA,NA,NA,NA,NA,"Tapirus bairdii",-8992803.57666181,804744.837633684,0,0,0,0
"Jess Fort",2015,49,-80.785609,7.305924,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8993012.8573045,805717.998457572,0,0,0,0
"Jess Fort",2015,48,-80.782981,7.279618,0,0,0,0,NA,NA,NA,NA,NA,NA,"Tapirus bairdii",-8992720.3096827,802832.139584149,0,0,0,0
