,NestBox,Plot,latitude,longitude,CatchDate,CatchMonth,Season,coords.x1,coords.x2,Occur,CatchYear,B1,B2,B3,B4,B5,NDVI,Elevation,Slope,Aspect,NDVItext,Dist_to_path
333,1406,14,47.97677,11.20115,1/15/2013 12:00,1,1,664265.4456,5316062.864,0,2013,40,27,21,69,35,0.533333333,13.99999999,0.001091912,4.046412917,3.75E-05,0
1045,1406,14,47.97677,11.20115,5/25/2013 12:00,5,0,664265.4456,5316062.864,0,2013,40,27,21,69,35,0.533333333,13.99999999,0.001091912,4.046412917,3.75E-05,0
334,1408,14,47.97684,11.19977,1/15/2013 12:00,1,1,664162.2434,5316067.704,0,2013,39,27,20,84,42,0.615384615,13.83219907,0.02229306,2.020077643,3.45E-05,30
1046,1409,14,47.97671,11.19905,5/25/2013 12:00,5,0,664108.9269,5316051.723,0,2013,40,28,21,89,45,0.618181818,14.99999999,0.010105303,1.995785311,8.79E-05,0
335,1410,14,47.97628,11.19926,1/15/2013 12:00,1,1,664125.9611,5316004.381,0,2013,39,29,22,103,52,0.648,14.00000002,0.018257774,1.278034803,1.98E-05,30
1047,1410,14,47.97628,11.19926,5/25/2013 12:00,5,0,664125.9611,5316004.381,0,2013,39,29,22,103,52,0.648,14.00000002,0.018257774,1.278034803,1.98E-05,30
336,1411,14,47.97645,11.19974,1/15/2013 12:00,1,1,664161.2416,5316024.297,0,2013,41,29,21,102,52,0.658536585,13.80411394,0.00967711,1.156907495,4.49E-06,30
337,1412,14,47.97627,11.2008,1/15/2013 12:00,1,1,664240.9139,5316006.55,0,2013,40,28,21,75,39,0.5625,13.19538077,0.019280884,1.787264509,2.79E-05,30
1048,1413,14,47.97634,11.20114,5/27/2013 12:00,5,0,664266.0639,5316015.054,0,2013,40,27,22,64,35,0.488372093,13.88483277,0.017191448,3.64568151,2.67E-05,30
338,1414,14,47.97638,11.20181,1/15/2013 12:00,1,1,664315.935,5316020.927,0,2013,39,27,20,58,27,0.487179487,13.46239898,0.009740643,3.556300739,7.61E-06,67.08203932
1049,1414,14,47.97638,11.20181,5/27/2013 12:00,5,0,664315.935,5316020.927,0,2013,39,27,20,58,27,0.487179487,13.46239898,0.009740643,3.556300739,7.61E-06,67.08203932
339,1415,14,47.97591,11.20172,1/15/2013 12:00,1,1,664310.7107,5315968.501,0,2013,40,26,21,61,30,0.487804878,13,0.016370536,4.063706571,2.81E-05,108.1665383
1050,1415,14,47.97591,11.20172,5/27/2013 12:00,5,0,664310.7107,5315968.501,0,2013,40,26,21,61,30,0.487804878,13,0.016370536,4.063706571,2.81E-05,108.1665383
1051,1416,14,47.976,11.20104,5/27/2013 12:00,5,0,664259.6804,5315977.054,0,2013,39,27,21,76,40,0.567010309,12.00000001,0.0154189,2.176376921,1.50E-05,60
1052,1417,14,47.97578,11.20072,5/27/2013 12:00,5,0,664236.4986,5315951.922,0,2013,39,27,21,81,40,0.588235294,13.47529676,0.031308557,1.41843214,8.31E-06,30
1053,1418,14,47.97597,11.19993,5/27/2013 12:00,5,0,664176.9424,5315971.355,0,2013,40,28,21,99,51,0.65,14.00000001,0.011026831,0.897413573,2.19E-06,30
340,1419,14,47.97579,11.19925,1/15/2013 12:00,1,1,664126.7685,5315949.903,0,2013,39,28,22,96,49,0.627118644,14.99999999,0.013003877,1.031726155,2.08E-05,30
1054,1419,14,47.97579,11.19925,5/27/2013 12:00,5,0,664126.7685,5315949.903,0,2013,39,28,22,96,49,0.627118644,14.99999999,0.013003877,1.031726155,2.08E-05,30
341,1420,14,47.9754,11.19927,1/15/2013 12:00,1,1,664129.4975,5315906.602,0,2013,38,29,20,104,52,0.677419355,14.99999998,0.008571414,1.899694094,1.57E-05,0
1055,1420,14,47.9754,11.19927,5/27/2013 12:00,5,0,664129.4975,5315906.602,0,2013,38,29,20,104,52,0.677419355,14.99999998,0.008571414,1.899694094,1.57E-05,0
342,1421,14,47.97555,11.19973,1/15/2013 12:00,1,1,664163.3494,5315924.252,0,2013,40,29,22,97,50,0.630252101,14.67103265,0.015188412,1.637072221,9.47E-06,0
1056,1421,14,47.97555,11.19973,5/27/2013 12:00,5,0,664163.3494,5315924.252,0,2013,40,29,22,97,50,0.630252101,14.67103265,0.015188412,1.637072221,9.47E-06,0
343,1422,14,47.97539,11.20049,1/15/2013 12:00,1,1,664220.5721,5315908.089,0,2013,39,28,20,84,41,0.615384615,13.67786371,0.025101378,1.218843459,7.19E-06,42.42640687
1057,1422,14,47.97539,11.20049,5/27/2013 12:00,5,0,664220.5721,5315908.089,0,2013,39,28,20,84,41,0.615384615,13.67786371,0.025101378,1.218843459,7.19E-06,42.42640687
344,1423,14,47.97552,11.20123,1/15/2013 12:00,1,1,664275.3823,5315924.113,0,2013,40,28,21,78,40,0.575757576,12.71146927,0.026746467,5.628761767,1.40E-05,94.86832981
1058,1423,14,47.97552,11.20123,5/27/2013 12:00,5,0,664275.3823,5315924.113,0,2013,40,28,21,78,40,0.575757576,12.71146927,0.026746467,5.628761767,1.40E-05,94.86832981
345,1424,14,47.97561,11.20158,1/15/2013 12:00,1,1,664301.2154,5315934.861,0,2013,39,27,20,80,38,0.6,12.15446958,0.018280598,5.104118131,2.23E-05,90
346,1425,14,47.97539,11.20253,1/15/2013 12:00,1,1,664372.8077,5315912.436,0,2013,40,28,21,70,32,0.538461538,13.13282448,0.017918572,0.329912865,6.26E-05,120
1059,1425,14,47.97539,11.20253,5/27/2013 12:00,5,0,664372.8077,5315912.436,0,2013,40,28,21,70,32,0.538461538,13.13282448,0.017918572,0.329912865,6.26E-05,120
1060,1426,14,47.97498,11.20315,5/27/2013 12:00,5,0,664420.3776,5315868.192,0,2013,38,28,20,71,33,0.56043956,13.72625701,0.013948463,5.983760025,5.87E-05,90
1061,1427,14,47.97506,11.20248,5/27/2013 12:00,5,0,664370.1243,5315875.654,0,2013,40,29,20,90,45,0.636363636,13.79496685,0.013151198,0.348234083,4.45E-05,90
347,1428,14,47.97496,11.20179,1/15/2013 12:00,1,1,664318.9499,5315863.07,0,2013,40,29,21,104,52,0.664,13.72928287,0.006844669,0.452872756,2.87E-06,60
1062,1428,14,47.97496,11.20179,5/27/2013 12:00,5,0,664318.9499,5315863.07,0,2013,40,29,21,104,52,0.664,13.72928287,0.006844669,0.452872756,2.87E-06,60
348,1429,14,47.97498,11.2012,1/15/2013 12:00,1,1,664274.8571,5315864.035,0,2013,39,29,22,101,52,0.642276423,14.22758402,0.023433517,0.131987515,3.40E-06,60
1063,1430,14,47.975,11.20042,5/27/2013 12:00,5,0,664216.5855,5315864.596,0,2013,40,29,21,103,50,0.661290323,14.48481443,0.016774635,6.119074522,6.20E-06,60
1064,1431,14,47.97503,11.19991,5/27/2013 12:00,5,0,664178.4311,5315866.844,0,2013,39,28,22,90,42,0.607142857,14.38577435,0.013637437,2.284384786,1.29E-05,30
349,1432,14,47.97506,11.19916,1/15/2013 12:00,1,1,664122.3666,5315868.581,0,2013,40,30,21,91,48,0.625,15,0.007177587,2.054018075,9.65E-05,0
350,1433,14,47.97455,11.19907,1/15/2013 12:00,1,1,664117.2671,5315811.71,0,2013,40,30,22,106,54,0.65625,14.89198384,0.015231189,1.520353768,4.38E-05,0
1065,1433,14,47.97455,11.19907,5/27/2013 12:00,5,0,664117.2671,5315811.71,0,2013,40,30,22,106,54,0.65625,14.89198384,0.015231189,1.520353768,4.38E-05,0
351,1434,14,47.97447,11.19981,1/15/2013 12:00,1,1,664172.7444,5315804.394,0,2013,38,31,23,117,53,0.671428571,14.06087208,0.01122962,0.014941182,2.35E-06,0
1066,1434,14,47.97447,11.19981,5/27/2013 12:00,5,0,664172.7444,5315804.394,0,2013,38,31,23,117,53,0.671428571,14.06087208,0.01122962,0.014941182,2.35E-06,0
352,1435,14,47.97447,11.20037,1/15/2013 12:00,1,1,664214.5354,5315805.587,0,2013,41,30,22,117,55,0.683453237,14.00000003,0.015242059,5.090429338,8.62E-07,30
1067,1435,14,47.97447,11.20037,5/27/2013 12:00,5,0,664214.5354,5315805.587,0,2013,41,30,22,117,55,0.683453237,14.00000003,0.015242059,5.090429338,8.62E-07,30
353,1436,14,47.97456,11.20118,1/15/2013 12:00,1,1,664274.6974,5315817.315,0,2013,39,29,22,104,53,0.650793651,14.99999998,0.008427064,1.25386797,3.56E-06,30
354,1437,14,47.97449,11.20179,1/15/2013 12:00,1,1,664320.4417,5315810.835,0,2013,40,29,20,104,54,0.677419355,14.03392937,0.008044924,6.050409488,4.42E-06,30
1068,1437,14,47.97449,11.20179,5/27/2013 12:00,5,0,664320.4417,5315810.835,0,2013,40,29,20,104,54,0.677419355,14.03392937,0.008044924,6.050409488,4.42E-06,30
1069,1438,14,47.97455,11.20248,5/27/2013 12:00,5,0,664371.7436,5315818.975,0,2013,39,28,21,100,51,0.652892562,14.59444392,0.016891766,6.219048151,9.09E-06,30
355,1439,14,47.97453,11.20317,1/15/2013 12:00,1,1,664423.2994,5315818.223,0,2013,39,28,20,97,48,0.658119658,14.62218839,0.016336552,6.233509831,1.58E-05,30
356,1440,14,47.97408,11.2024,1/15/2013 12:00,1,1,664367.2657,5315766.57,0,2013,40,29,22,91,46,0.610619469,14.59487915,0.013688363,3.802747233,3.13E-05,30
1070,1440,14,47.97408,11.2024,5/27/2013 12:00,5,0,664367.2657,5315766.57,0,2013,40,29,22,91,46,0.610619469,14.59487915,0.013688363,3.802747233,3.13E-05,30
357,1441,14,47.97405,11.20191,1/15/2013 12:00,1,1,664330.7936,5315762.191,0,2013,39,29,22,109,52,0.664122137,14.18308861,0.010780758,3.965469398,7.64E-06,0
358,1442,14,47.97396,11.20108,1/15/2013 12:00,1,1,664269.1386,5315750.42,0,2013,40,30,22,119,54,0.687943262,14.2294621,0.016253787,1.453441825,2.06E-06,30
1071,1442,14,47.97396,11.20108,5/27/2013 12:00,5,0,664269.1386,5315750.42,0,2013,40,30,22,119,54,0.687943262,14.2294621,0.016253787,1.453441825,2.06E-06,30
359,1443,14,47.97393,11.20052,1/15/2013 12:00,1,1,664227.4424,5315745.893,0,2013,40,30,21,120,55,0.70212766,14.99115505,0.007725364,1.094519505,2.22E-06,30
1072,1443,14,47.97393,11.20052,5/27/2013 12:00,5,0,664227.4424,5315745.893,0,2013,40,30,21,120,55,0.70212766,14.99115505,0.007725364,1.094519505,2.22E-06,30
360,1444,14,47.97404,11.19992,1/15/2013 12:00,1,1,664182.3171,5315756.84,0,2013,40,30,22,112,51,0.671641791,14.4230075,0.013499359,0.015040014,1.99E-06,30
361,1445,14,47.97405,11.19917,1/15/2013 12:00,1,1,664126.3149,5315756.354,0,2013,41,30,23,107,52,0.646153846,15,0.01979717,0.741128907,1.00E-06,30
1073,1445,14,47.97405,11.19917,5/27/2013 12:00,5,0,664126.3149,5315756.354,0,2013,41,30,23,107,52,0.646153846,15,0.01979717,0.741128907,1.00E-06,30
362,1446,14,47.97365,11.20244,1/15/2013 12:00,1,1,664371.6161,5315718.866,0,2013,42,31,22,98,52,0.633333333,14.20343859,0.012748573,4.678205317,6.31E-05,42.42640687
1074,1446,14,47.97365,11.20244,5/27/2013 12:00,5,0,664371.6161,5315718.866,0,2013,42,31,22,98,52,0.633333333,14.20343859,0.012748573,4.678205317,6.31E-05,42.42640687
363,1447,14,47.97369,11.2019,1/15/2013 12:00,1,1,664331.1901,5315722.16,0,2013,40,30,23,114,52,0.664233577,14.00000002,0.004147664,5.949268172,2.05E-06,30
364,1448,14,47.97355,11.20099,1/15/2013 12:00,1,1,664263.723,5315704.662,0,2013,40,30,22,115,54,0.678832117,14.77149734,0.008426214,1.284171758,1.18E-06,0
1075,1449,14,47.97363,11.20046,5/29/2013 12:00,5,0,664223.9164,5315712.424,0,2013,40,31,22,115,53,0.678832117,15,0.004848914,1.730950368,2.17E-06,30
365,1450,14,47.977,11.19926,1/15/2013 12:00,1,1,664123.6783,5316084.4,0,2013,40,28,21,75,37,0.5625,15,0.003563814,2.356194457,3.08E-05,0
1076,1450,14,47.977,11.19926,5/29/2013 12:00,5,0,664123.6783,5316084.4,0,2013,40,28,21,75,37,0.5625,15,0.003563814,2.356194457,3.08E-05,0
366,1501,15,47.9635,11.24023,1/10/2013 12:00,1,1,667224.5751,5314672.091,0,2013,40,33,25,91,54,0.568965517,17.00000001,0.008906602,4.81135256,1.05E-05,0
1077,1501,15,47.9635,11.24023,5/29/2013 12:00,5,0,667224.5751,5314672.091,0,2013,40,33,25,91,54,0.568965517,17.00000001,0.008906602,4.81135256,1.05E-05,0
1078,1502,15,47.96385,11.23969,5/29/2013 12:00,5,0,667183.1384,5314709.818,0,2013,40,28,22,70,40,0.52173913,16.90882373,0.005520349,3.254400233,1.16E-05,0
367,1503,15,47.9635,11.23922,1/10/2013 12:00,1,1,667149.1864,5314669.901,0,2013,40,28,20,84,45,0.615384615,16.98473982,0.003573648,3.308832176,1.30E-05,0
1079,1503,15,47.9635,11.23922,5/29/2013 12:00,5,0,667149.1864,5314669.901,0,2013,40,28,20,84,45,0.615384615,16.98473982,0.003573648,3.308832176,1.30E-05,0
1080,1504,15,47.96355,11.23854,5/29/2013 12:00,5,0,667098.2683,5314673.984,0,2013,39,26,19,78,35,0.608247423,16.96368398,0.015188902,4.462522619,5.42E-06,30
368,1505,15,47.96312,11.23864,1/10/2013 12:00,1,1,667107.12,5314626.412,0,2013,39,28,20,87,44,0.626168224,16.22872262,0.026609144,3.476806584,9.35E-06,30
1081,1505,15,47.96312,11.23864,5/29/2013 12:00,5,0,667107.12,5314626.412,0,2013,39,28,20,87,44,0.626168224,16.22872262,0.026609144,3.476806584,9.35E-06,30
369,1506,15,47.96315,11.23923,1/10/2013 12:00,1,1,667151.0625,5314631.025,0,2013,40,29,22,92,49,0.614035088,16.98944917,0.02997859,3.99510019,5.83E-06,0
1082,1506,15,47.96315,11.23923,5/29/2013 12:00,5,0,667151.0625,5314631.025,0,2013,40,29,22,92,49,0.614035088,16.98944917,0.02997859,3.99510019,5.83E-06,0
1083,1507,15,47.96306,11.24002,5/29/2013 12:00,5,0,667210.3209,5314622.736,0,2013,38,28,21,94,47,0.634782609,17.57081945,0.008427067,5.054222985,1.41E-05,30
370,1508,15,47.96318,11.24031,1/10/2013 12:00,1,1,667231.5798,5314636.701,0,2013,41,32,23,102,52,0.632,17.12008196,0.011154155,5.757959558,1.12E-05,0
1084,1508,15,47.96318,11.24031,5/29/2013 12:00,5,0,667231.5798,5314636.701,0,2013,41,32,23,102,52,0.632,17.12008196,0.011154155,5.757959558,1.12E-05,0
371,1509,15,47.96273,11.24057,1/10/2013 12:00,1,1,667252.4402,5314587.253,0,2013,40,35,25,108,59,0.62406015,17,0.012103252,3.18857791,8.17E-06,0
1085,1509,15,47.96273,11.24057,5/29/2013 12:00,5,0,667252.4402,5314587.253,0,2013,40,35,25,108,59,0.62406015,17,0.012103252,3.18857791,8.17E-06,0
372,1510,15,47.96268,11.23978,1/10/2013 12:00,1,1,667193.6333,5314579.983,0,2013,39,30,21,101,52,0.655737705,17.47716266,0.025210116,3.282729011,6.06E-06,42.42640687
1086,1510,15,47.96268,11.23978,5/29/2013 12:00,5,0,667193.6333,5314579.983,0,2013,39,30,21,101,52,0.655737705,17.47716266,0.025210116,3.282729011,6.06E-06,42.42640687
373,1511,15,47.96286,11.23924,1/10/2013 12:00,1,1,667152.7449,5314598.817,0,2013,40,28,21,99,49,0.65,15.31400435,0.035830898,4.20107731,7.77E-06,0
1087,1511,15,47.96286,11.23924,5/29/2013 12:00,5,0,667152.7449,5314598.817,0,2013,40,28,21,99,49,0.65,15.31400435,0.035830898,4.20107731,7.77E-06,0
374,1512,15,47.96252,11.23878,1/10/2013 12:00,1,1,667119.5062,5314560.034,0,2013,39,27,20,92,46,0.642857143,15.05805427,0.0355455,6.112079193,6.93E-06,42.42640687
1088,1512,15,47.96252,11.23878,5/29/2013 12:00,5,0,667119.5062,5314560.034,0,2013,39,27,20,92,46,0.642857143,15.05805427,0.0355455,6.112079193,6.93E-06,42.42640687
375,1513,15,47.96202,11.2394,1/10/2013 12:00,1,1,667167.3992,5314505.809,0,2013,39,28,20,87,47,0.626168224,16.12084512,0.013824254,2.278374626,1.36E-05,90
1089,1513,15,47.96202,11.2394,5/29/2013 12:00,5,0,667167.3992,5314505.809,0,2013,39,28,20,87,47,0.626168224,16.12084512,0.013824254,2.278374626,1.36E-05,90
376,1514,15,47.9623,11.23995,1/10/2013 12:00,1,1,667207.5496,5314538.12,0,2013,40,30,22,93,50,0.617391304,16.54168222,0.008480686,5.895527372,5.84E-06,60
1090,1514,15,47.9623,11.23995,5/29/2013 12:00,5,0,667207.5496,5314538.12,0,2013,40,30,22,93,50,0.617391304,16.54168222,0.008480686,5.895527372,5.84E-06,60
377,1515,15,47.96233,11.24064,1/10/2013 12:00,1,1,667258.9571,5314542.951,0,2013,41,34,25,125,63,0.666666667,16.37878438,0.011527971,5.825509105,4.96E-06,0
1091,1515,15,47.96233,11.24064,5/29/2013 12:00,5,0,667258.9571,5314542.951,0,2013,41,34,25,125,63,0.666666667,16.37878438,0.011527971,5.825509105,4.96E-06,0
378,1516,15,47.96182,11.24046,1/10/2013 12:00,1,1,667247.1681,5314485.881,0,2013,42,34,25,120,67,0.655172414,17.70461449,0.012594477,5.815646068,1.59E-05,0
1092,1516,15,47.96182,11.24046,5/29/2013 12:00,5,0,667247.1681,5314485.881,0,2013,42,34,25,120,67,0.655172414,17.70461449,0.012594477,5.815646068,1.59E-05,0
379,1517,15,47.96181,11.2398,1/10/2013 12:00,1,1,667197.9349,5314483.338,0,2013,39,29,21,91,48,0.625,16.02972352,0.016556394,5.324692337,2.42E-06,60
380,1518,15,47.96164,11.23963,1/10/2013 12:00,1,1,667185.794,5314464.076,0,2013,39,29,21,91,48,0.625,16.02972352,0.016556394,5.324692337,2.42E-06,60
1093,1518,15,47.96164,11.23963,5/29/2013 12:00,5,0,667185.794,5314464.076,0,2013,39,29,21,91,48,0.625,16.02972352,0.016556394,5.324692337,2.42E-06,60
381,1519,15,47.96164,11.23883,1/10/2013 12:00,1,1,667126.0781,5314462.342,0,2013,39,30,23,82,43,0.561904762,16.99999997,0.012240233,1.593624335,7.85E-06,108.1665383
1094,1519,15,47.96164,11.23883,5/29/2013 12:00,5,0,667126.0781,5314462.342,0,2013,39,30,23,82,43,0.561904762,16.99999997,0.012240233,1.593624335,7.85E-06,108.1665383
382,1520,15,47.96094,11.23643,1/10/2013 12:00,1,1,666949.1866,5314379.348,0,2013,38,28,20,97,45,0.658119658,15.00000003,0.006742427,0.052837248,6.66E-05,0
1095,1520,15,47.96094,11.23643,5/29/2013 12:00,5,0,666949.1866,5314379.348,0,2013,38,28,20,97,45,0.658119658,15.00000003,0.006742427,0.052837248,6.66E-05,0
383,1521,15,47.96146,11.23853,1/10/2013 12:00,1,1,667104.2654,5314441.687,0,2013,39,29,20,88,46,0.62962963,16.99646763,0.006291943,4.948293914,1.18E-05,67.08203932
1096,1521,15,47.96146,11.23853,5/29/2013 12:00,5,0,667104.2654,5314441.687,0,2013,39,29,20,88,46,0.62962963,16.99646763,0.006291943,4.948293914,1.18E-05,67.08203932
384,1522,15,47.96133,11.23922,1/10/2013 12:00,1,1,667156.1901,5314428.735,0,2013,40,28,21,93,48,0.631578947,16.76901114,0.025008995,0.058183047,1.14E-05,90
1097,1523,15,47.96135,11.23992,5/29/2013 12:00,5,0,667208.3773,5314432.475,0,2013,40,29,21,94,49,0.634782609,16.88858738,0.029468667,5.888137222,5.29E-06,60
385,1524,15,47.96127,11.2405,1/10/2013 12:00,1,1,667251.93,5314424.842,0,2013,41,32,25,94,55,0.579831933,17.84603649,0.014451464,2.33365001,1.43E-05,30
1098,1524,15,47.96127,11.2405,5/29/2013 12:00,5,0,667251.93,5314424.842,0,2013,41,32,25,94,55,0.579831933,17.84603649,0.014451464,2.33365001,1.43E-05,30
1099,1525,15,47.96093,11.24057,5/29/2013 12:00,5,0,667258.2532,5314387.208,0,2013,40,30,21,89,51,0.618181818,17.09881854,0.013910576,2.242228974,2.20E-05,60
1100,1526,15,47.96091,11.23987,5/29/2013 12:00,5,0,667206.0656,5314383.467,0,2013,38,28,20,97,51,0.658119658,17.99999997,0.008477797,2.809321726,6.24E-06,84.85281374
386,1527,15,47.96085,11.2394,1/10/2013 12:00,1,1,667171.1756,5314375.78,0,2013,40,28,20,99,49,0.663865546,18,0.002230932,2.859869628,1.14E-06,108.1665383
1101,1527,15,47.96085,11.2394,5/29/2013 12:00,5,0,667171.1756,5314375.78,0,2013,40,28,20,99,49,0.663865546,18,0.002230932,2.859869628,1.14E-06,108.1665383
1102,1528,15,47.96086,11.23885,5/29/2013 12:00,5,0,667130.088,5314375.699,0,2013,39,28,19,97,48,0.672413793,17.99999998,0.018380007,4.613365254,3.83E-06,90
387,1529,15,47.96085,11.238,1/10/2013 12:00,1,1,667066.6711,5314372.746,0,2013,38,28,20,86,47,0.622641509,15.67527882,0.026384044,4.273598442,3.89E-06,30
1103,1529,15,47.96085,11.238,5/29/2013 12:00,5,0,667066.6711,5314372.746,0,2013,38,28,20,86,47,0.622641509,15.67527882,0.026384044,4.273598442,3.89E-06,30
388,1530,15,47.96087,11.23729,1/10/2013 12:00,1,1,667013.6078,5314373.43,0,2013,39,30,24,84,45,0.555555556,15.99999999,0.006730607,3.994596853,4.77E-05,0
1104,1530,15,47.96087,11.23729,5/29/2013 12:00,5,0,667013.6078,5314373.43,0,2013,39,30,24,84,45,0.555555556,15.99999999,0.006730607,3.994596853,4.77E-05,0
389,1531,15,47.96048,11.23653,1/10/2013 12:00,1,1,666958.134,5314328.441,0,2013,40,28,21,95,47,0.637931034,16.54695764,0.022328835,6.169341451,2.75E-05,0
390,1532,15,47.96048,11.23721,1/10/2013 12:00,1,1,667008.8937,5314329.914,0,2013,40,29,21,110,53,0.679389313,16.31533382,0.020824911,0.40606788,3.33E-06,60
1105,1532,15,47.96048,11.23721,5/29/2013 12:00,5,0,667008.8937,5314329.914,0,2013,40,29,21,110,53,0.679389313,16.31533382,0.020824911,0.40606788,3.33E-06,60
391,1533,15,47.96044,11.23794,1/10/2013 12:00,1,1,667063.5148,5314327.05,0,2013,38,29,21,104,51,0.664,15.65988011,0.017681816,0.545778787,4.35E-06,60
1106,1533,15,47.96044,11.23794,5/29/2013 12:00,5,0,667063.5148,5314327.05,0,2013,38,29,21,104,51,0.664,15.65988011,0.017681816,0.545778787,4.35E-06,60
392,1534,15,47.96042,11.2387,1/10/2013 12:00,1,1,667120.3108,5314326.474,0,2013,40,29,21,101,52,0.655737705,16.81410156,0.022520036,4.800163781,2.30E-06,84.85281374
1107,1534,15,47.96042,11.2387,5/29/2013 12:00,5,0,667120.3108,5314326.474,0,2013,40,29,21,101,52,0.655737705,16.81410156,0.022520036,4.800163781,2.30E-06,84.85281374
393,1535,15,47.96049,11.23925,1/10/2013 12:00,1,1,667161.1406,5314335.445,0,2013,38,29,21,103,50,0.661290323,17.99999996,0.014471653,2.957428118,8.67E-07,123.6931688
1108,1535,15,47.96049,11.23925,5/29/2013 12:00,5,0,667161.1406,5314335.445,0,2013,38,29,21,103,50,0.661290323,17.99999996,0.014471653,2.957428118,8.67E-07,123.6931688
394,1538,15,47.96015,11.23939,1/10/2013 12:00,1,1,667172.6885,5314297.963,0,2013,40,29,22,93,48,0.617391304,17,0.002458018,3.016254978,2.08E-05,84.85281374
1109,1538,15,47.96015,11.23939,5/29/2013 12:00,5,0,667172.6885,5314297.963,0,2013,40,29,22,93,48,0.617391304,17,0.002458018,3.016254978,2.08E-05,84.85281374
395,1539,15,47.96004,11.23868,1/10/2013 12:00,1,1,667120.044,5314284.199,0,2013,39,28,20,95,51,0.652173913,16.92225154,0.015330945,4.930869465,3.32E-06,108.1665383
1110,1539,15,47.96004,11.23868,5/29/2013 12:00,5,0,667120.044,5314284.199,0,2013,39,28,20,95,51,0.652173913,16.92225154,0.015330945,4.930869465,3.32E-06,108.1665383
396,1540,15,47.95997,11.23778,1/10/2013 12:00,1,1,667053.0872,5314274.469,0,2013,39,28,21,107,53,0.671875,16.64207366,0.014370438,0.754856849,2.19E-06,90
1111,1540,15,47.95997,11.23778,5/29/2013 12:00,5,0,667053.0872,5314274.469,0,2013,39,28,21,107,53,0.671875,16.64207366,0.014370438,0.754856849,2.19E-06,90
397,1541,15,47.95997,11.23719,1/10/2013 12:00,1,1,667009.0453,5314273.191,0,2013,40,28,20,107,54,0.68503937,16.99999999,0.008730492,0.902134956,3.04E-06,60
1112,1541,15,47.95997,11.23719,5/29/2013 12:00,5,0,667009.0453,5314273.191,0,2013,40,28,20,107,54,0.68503937,16.99999999,0.008730492,0.902134956,3.04E-06,60
398,1542,15,47.96003,11.2366,1/10/2013 12:00,1,1,666964.8099,5314278.581,0,2013,39,28,20,91,40,0.63963964,17,0.013835863,5.258996897,4.68E-05,0
1113,1542,15,47.96003,11.2366,5/29/2013 12:00,5,0,666964.8099,5314278.581,0,2013,39,28,20,91,40,0.63963964,17,0.013835863,5.258996897,4.68E-05,0
399,1543,15,47.95956,11.23653,1/10/2013 12:00,1,1,666961.0996,5314226.196,0,2013,40,29,23,86,45,0.577981651,17,0.009532965,5.119154841,6.08E-05,0
1114,1543,15,47.95956,11.23653,5/29/2013 12:00,5,0,666961.0996,5314226.196,0,2013,40,29,23,86,45,0.577981651,17,0.009532965,5.119154841,6.08E-05,0
400,1544,15,47.95969,11.2373,1/10/2013 12:00,1,1,667018.1594,5314242.311,0,2013,40,29,21,98,54,0.647058824,17,0.003115377,6.241459102,3.53E-06,60
401,1545,15,47.95951,11.23806,1/10/2013 12:00,1,1,667075.4723,5314223.953,0,2013,39,29,22,108,54,0.661538462,16.67624865,0.016517115,5.910948959,4.11E-06,120
1115,1545,15,47.95951,11.23806,5/29/2013 12:00,5,0,667075.4723,5314223.953,0,2013,39,29,22,108,54,0.661538462,16.67624865,0.016517115,5.910948959,4.11E-06,120
402,1546,15,47.9596,11.2386,1/10/2013 12:00,1,1,667115.4919,5314235.125,0,2013,40,28,22,98,51,0.633333333,17.41341488,0.019541822,5.536390242,8.41E-06,120
1116,1547,15,47.9596,11.23906,5/29/2013 12:00,5,0,667149.8299,5314236.122,0,2013,38,28,20,84,37,0.615384615,17.62890884,0.015590396,6.056463294,1.38E-05,90
1117,1548,15,47.95922,11.2378,5/29/2013 12:00,5,0,667056.9992,5314191.16,0,2013,37,29,22,102,52,0.64516129,17.38911566,0.014396705,6.011196206,8.44E-06,84.85281374
403,1549,15,47.95916,11.23727,1/10/2013 12:00,1,1,667017.629,5314183.344,0,2013,39,29,20,85,43,0.619047619,17.45810099,0.012802505,5.570858393,2.68E-05,42.42640687
1118,1549,15,47.95916,11.23727,5/29/2013 12:00,5,0,667017.629,5314183.344,0,2013,39,29,20,85,43,0.619047619,17.45810099,0.012802505,5.570858393,2.68E-05,42.42640687
404,1550,15,47.95911,11.23661,1/10/2013 12:00,1,1,666968.5221,5314176.358,0,2013,39,27,20,91,44,0.63963964,16.7494879,0.009287096,3.969597691,3.53E-05,0
1119,1550,15,47.95911,11.23661,5/29/2013 12:00,5,0,666968.5221,5314176.358,0,2013,39,27,20,91,44,0.63963964,16.7494879,0.009287096,3.969597691,3.53E-05,0
405,1602,16,47.95956,11.20173,1/11/2013 12:00,1,1,664363.3471,5314151.435,0,2013,43,34,29,83,48,0.482142857,15,1.87E-10,0.785398268,0.00026512,0
1120,1602,16,47.95956,11.20173,5/29/2013 12:00,5,0,664363.3471,5314151.435,0,2013,43,34,29,83,48,0.482142857,15,1.87E-10,0.785398268,0.00026512,0
406,1603,16,47.95963,11.20106,1/11/2013 12:00,1,1,664313.1108,5314157.787,0,2013,48,39,34,85,69,0.428571429,15,0.004859809,1.53630964,0.000159461,30
